REGNNUMB,SUBJCODE,SUBJUNCD,SUBJNAME,DEGRCODE,DEGRNAME,DELIVERY_MODE,CURRSEMS,INTNMARK,EXT_MARK,TOTAL,GRADE,TYPE,RES_STAT,UNIVERSITY,RESULT_SYSTEM
20241010024,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,501,MBA - Business Analytics (Online),ONLINE,1,25,31,56,B,CT-OL,PASS,AUCDE,CBCS
20241010024,50016,DBA5106,Information Management & ERP Systems,501,MBA - Business Analytics (Online),ONLINE,1,25,42,67,B+,CT-OL,PASS,AUCDE,CBCS
20241010024,50017,DBA5107,Business Communication & Soft Skills Laboratory,501,MBA - Business Analytics (Online),ONLINE,1,22,66,88,A+,CT-OL,PASS,AUCDE,CBCS
20241010025,50011,DBA5101,Management Concepts & Organizational Behaviour,501,MBA - Business Analytics (Online),ONLINE,1,21,65,86,A+,CT-OL,PASS,AUCDE,CBCS
20241010025,50012,DBA5102,Managerial Economics & Decision Making,501,MBA - Business Analytics (Online),ONLINE,1,27,44,71,A,CT-OL,PASS,AUCDE,CBCS
20241010025,50013,DBA5103,Statistical Methods & Quantitative Techniques,501,MBA - Business Analytics (Online),ONLINE,1,22,66,88,A+,CT-OL,PASS,AUCDE,CBCS
20241010025,50014,DBA5104,Financial & Management Accounting,501,MBA - Business Analytics (Online),ONLINE,1,24,61,85,A+,CT-OL,PASS,AUCDE,CBCS
20241010025,50015,DBA5105,Legal Aspects of Business & Corporate Ethics,501,MBA - Business Analytics (Online),ONLINE,1,23,42,65,B+,CT-OL,PASS,AUCDE,CBCS
20241010025,50016,DBA5106,Information Management & ERP Systems,501,MBA - Business Analytics (Online),ONLINE,1,18,56,74,A,CT-OL,PASS,AUCDE,CBCS
20241010025,50017,DBA5107,Business Communication & Soft Skills Laboratory,501,MBA - Business Analytics (Online),ONLINE,1,27,48,75,A,CT-OL,PASS,AUCDE,CBCS
20241010001,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,18,41,59,B,END-OL,PASS,AUCDE,CBCS
20241010001,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,29,41,70,A,END-OL,PASS,AUCDE,CBCS
20241010001,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,26,65,91,O,END-OL,PASS,AUCDE,CBCS
20241010001,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,18,64,82,A+,END-OL,PASS,AUCDE,CBCS
20241010001,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,18,35,53,B,END-OL,PASS,AUCDE,CBCS
20241010002,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,28,53,81,A+,END-OL,PASS,AUCDE,CBCS
20241010002,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,22,55,77,A,END-OL,PASS,AUCDE,CBCS
20241010002,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,28,64,92,O,END-OL,PASS,AUCDE,CBCS
20241010002,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,25,43,68,B+,END-OL,PASS,AUCDE,CBCS
20241010002,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,26,50,76,A,END-OL,PASS,AUCDE,CBCS
20241010003,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,28,37,65,B+,END-OL,PASS,AUCDE,CBCS
20241010003,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,28,50,78,A,END-OL,PASS,AUCDE,CBCS
20241010003,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,18,56,74,A,END-OL,PASS,AUCDE,CBCS
20241010003,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,29,45,74,A,END-OL,PASS,AUCDE,CBCS
20241010003,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,28,39,67,B+,END-OL,PASS,AUCDE,CBCS
20241010004,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,26,40,66,B+,END-OL,PASS,AUCDE,CBCS
20241010004,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,22,36,58,B,END-OL,PASS,AUCDE,CBCS
20241010004,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,21,49,70,A,END-OL,PASS,AUCDE,CBCS
20241010004,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,23,65,88,A+,END-OL,PASS,AUCDE,CBCS
20241010004,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,26,41,67,B+,END-OL,PASS,AUCDE,CBCS
20241010005,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,28,38,66,B+,END-OL,PASS,AUCDE,CBCS
20241010005,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,25,65,90,O,END-OL,PASS,AUCDE,CBCS
20241010005,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,19,66,85,A+,END-OL,PASS,AUCDE,CBCS
20241010005,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,18,58,76,A,END-OL,PASS,AUCDE,CBCS
20241010005,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,24,45,69,B+,END-OL,PASS,AUCDE,CBCS
20241010006,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,25,52,77,A,END-OL,PASS,AUCDE,CBCS
20241010006,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,23,58,81,A+,END-OL,PASS,AUCDE,CBCS
20241010006,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,26,30,56,B,END-OL,PASS,AUCDE,CBCS
20241010006,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,27,63,90,O,END-OL,PASS,AUCDE,CBCS
20241010006,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,26,63,89,A+,END-OL,PASS,AUCDE,CBCS
20241010007,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,19,41,60,B+,END-OL,PASS,AUCDE,CBCS
20241010007,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,19,67,86,A+,END-OL,PASS,AUCDE,CBCS
20241010007,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,23,38,61,B+,END-OL,PASS,AUCDE,CBCS
20241010007,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,22,64,86,A+,END-OL,PASS,AUCDE,CBCS
20241010007,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,18,33,51,B,END-OL,PASS,AUCDE,CBCS
20241010008,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,28,32,60,B+,END-OL,PASS,AUCDE,CBCS
20241010008,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,20,33,53,B,END-OL,PASS,AUCDE,CBCS
20241010008,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,27,67,94,O,END-OL,PASS,AUCDE,CBCS
20241010008,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,26,59,85,A+,END-OL,PASS,AUCDE,CBCS
20241010008,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,19,40,59,B,END-OL,PASS,AUCDE,CBCS
20241010009,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,29,43,72,A,END-OL,PASS,AUCDE,CBCS
20241010009,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,26,67,93,O,END-OL,PASS,AUCDE,CBCS
20241010009,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,18,52,70,A,END-OL,PASS,AUCDE,CBCS
20241010009,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,25,62,87,A+,END-OL,PASS,AUCDE,CBCS
20241010009,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,25,66,91,O,END-OL,PASS,AUCDE,CBCS
20241010010,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,29,53,82,A+,END-OL,PASS,AUCDE,CBCS
20241010010,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,26,49,75,A,END-OL,PASS,AUCDE,CBCS
20241010010,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,,,,,END-OL,CANCELLED,AUCDE,CBCS
20241010010,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,23,62,85,A+,END-OL,PASS,AUCDE,CBCS
20241010010,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,24,32,56,B,END-OL,PASS,AUCDE,CBCS
20241010011,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,18,67,85,A+,END-OL,PASS,AUCDE,CBCS
20241010011,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,23,55,78,A,END-OL,PASS,AUCDE,CBCS
20241010011,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,19,55,74,A,END-OL,PASS,AUCDE,CBCS
20241010011,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,,,,,END-OL,CANCELLED,AUCDE,CBCS
20241010011,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,20,47,67,B+,END-OL,PASS,AUCDE,CBCS
20241010012,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,27,49,76,A,END-OL,PASS,AUCDE,CBCS
20241010012,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,21,56,77,A,END-OL,PASS,AUCDE,CBCS
20241010012,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,23,30,53,B,END-OL,PASS,AUCDE,CBCS
20241010012,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,21,64,85,A+,END-OL,PASS,AUCDE,CBCS
20241010012,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,21,37,58,B,END-OL,PASS,AUCDE,CBCS
20241010013,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,18,35,53,B,END-OL,PASS,AUCDE,CBCS
20241010013,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,29,54,83,A+,END-OL,PASS,AUCDE,CBCS
20241010013,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,19,56,75,A,END-OL,PASS,AUCDE,CBCS
20241010013,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,21,67,88,A+,END-OL,PASS,AUCDE,CBCS
20241010013,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,20,38,58,B,END-OL,PASS,AUCDE,CBCS
20241010014,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,25,50,75,A,END-OL,PASS,AUCDE,CBCS
20241010014,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,25,51,76,A,END-OL,PASS,AUCDE,CBCS
20241010014,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,18,44,62,B+,END-OL,PASS,AUCDE,CBCS
20241010014,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,28,51,79,A,END-OL,PASS,AUCDE,CBCS
20241010014,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,22,60,82,A+,END-OL,PASS,AUCDE,CBCS
20241010015,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,27,31,58,B,END-OL,PASS,AUCDE,CBCS
20241010015,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,22,64,86,A+,END-OL,PASS,AUCDE,CBCS
20241010015,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,,,,,END-OL,CANCELLED,AUCDE,CBCS
20241010015,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,20,35,55,B,END-OL,PASS,AUCDE,CBCS
20241010015,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,22,62,84,A+,END-OL,PASS,AUCDE,CBCS
20241010016,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,22,31,53,B,END-OL,PASS,AUCDE,CBCS
20241010016,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,20,45,65,B+,END-OL,PASS,AUCDE,CBCS
20241010016,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,24,57,81,A+,END-OL,PASS,AUCDE,CBCS
20241010016,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,23,33,56,B,END-OL,PASS,AUCDE,CBCS
20241010016,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,29,57,86,A+,END-OL,PASS,AUCDE,CBCS
20241010017,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,,,,,END-OL,CANCELLED,AUCDE,CBCS
20241010017,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,20,65,85,A+,END-OL,PASS,AUCDE,CBCS
20241010017,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,21,54,75,A,END-OL,PASS,AUCDE,CBCS
20241010017,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,24,31,55,B,END-OL,PASS,AUCDE,CBCS
20241010017,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,24,45,69,B+,END-OL,PASS,AUCDE,CBCS
20241010018,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,21,36,57,B,END-OL,PASS,AUCDE,CBCS
20241010018,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,24,53,77,A,END-OL,PASS,AUCDE,CBCS
20241010018,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,24,65,89,A+,END-OL,PASS,AUCDE,CBCS
20241010018,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,28,32,60,B+,END-OL,PASS,AUCDE,CBCS
20241010018,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,18,57,75,A,END-OL,PASS,AUCDE,CBCS
20241010019,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,25,46,71,A,END-OL,PASS,AUCDE,CBCS
20241010019,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,22,57,79,A,END-OL,PASS,AUCDE,CBCS
20241010019,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,26,55,81,A+,END-OL,PASS,AUCDE,CBCS
20241010019,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,23,66,89,A+,END-OL,PASS,AUCDE,CBCS
20241010019,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,28,63,91,O,END-OL,PASS,AUCDE,CBCS
20241010020,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,23,51,74,A,END-OL,PASS,AUCDE,CBCS
20241010020,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,27,51,78,A,END-OL,PASS,AUCDE,CBCS
20241010020,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,27,34,61,B+,END-OL,PASS,AUCDE,CBCS
20241010020,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,27,52,79,A,END-OL,PASS,AUCDE,CBCS
20241010020,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,19,34,53,B,END-OL,PASS,AUCDE,CBCS
20241010021,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,28,54,82,A+,END-OL,PASS,AUCDE,CBCS
20241010021,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,20,56,76,A,END-OL,PASS,AUCDE,CBCS
20241010021,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,19,67,86,A+,END-OL,PASS,AUCDE,CBCS
20241010021,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,25,30,55,B,END-OL,PASS,AUCDE,CBCS
20241010021,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,21,40,61,B+,END-OL,PASS,AUCDE,CBCS
20241010022,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,28,38,66,B+,END-OL,PASS,AUCDE,CBCS
20241010022,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,21,36,57,B,END-OL,PASS,AUCDE,CBCS
20241010022,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,24,62,86,A+,END-OL,PASS,AUCDE,CBCS
20241010022,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,23,45,68,B+,END-OL,PASS,AUCDE,CBCS
20241010022,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,29,46,75,A,END-OL,PASS,AUCDE,CBCS
20241010023,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,21,33,54,B,END-OL,PASS,AUCDE,CBCS
20241010023,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,25,37,62,B+,END-OL,PASS,AUCDE,CBCS
20241010023,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,25,67,92,O,END-OL,PASS,AUCDE,CBCS
20241010023,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,,,,,END-OL,CANCELLED,AUCDE,CBCS
20241010023,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,29,31,60,B+,END-OL,PASS,AUCDE,CBCS
20241010024,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,29,51,80,A+,END-OL,PASS,AUCDE,CBCS
20241010024,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,20,35,55,B,END-OL,PASS,AUCDE,CBCS
20241010024,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,27,50,77,A,END-OL,PASS,AUCDE,CBCS
20241010024,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,18,56,74,A,END-OL,PASS,AUCDE,CBCS
20241010024,50025,DBA5205,Business Research Methods & Predictive Analytics,501,MBA - Business Analytics (Online),ONLINE,2,26,55,81,A+,END-OL,PASS,AUCDE,CBCS
20241010025,50021,DBA5201,Operations Management & Supply Chain Strategy,501,MBA - Business Analytics (Online),ONLINE,2,19,39,58,B,END-OL,PASS,AUCDE,CBCS
20241010025,50022,DBA5202,Financial Management & Corporate Valuation,501,MBA - Business Analytics (Online),ONLINE,2,21,67,88,A+,END-OL,PASS,AUCDE,CBCS
20241010025,50023,DBA5203,Marketing Management & Digital Strategies,501,MBA - Business Analytics (Online),ONLINE,2,29,58,87,A+,END-OL,PASS,AUCDE,CBCS
20241010025,50024,DBA5204,Human Resource Management & Talent Acquisition,501,MBA - Business Analytics (Online),ONLINE,2,18,63,81,A+,END-OL,PASS,AUCDE,CBCS
